cliente_id,edad,genero,saldo_promedio,gasto_mensual,num_transacciones,historial_crediticio,riesgo_churn
2328,53,F,59872.29,12409.84,16,bueno,0
2329,62,M,21166.4,16254.03,20,bueno,0
2330,25,M,55463.64,18340.05,13,bueno,0
2331,46,F,31611.08,12145.74,12,bueno,0
2332,72,F,94802.02,14467.79,17,malo,0
2333,70,F,61052.63,5049.97,15,bueno,0
2334,72,M,63019.96,13889.32,15,malo,0
2335,49,F,51459.56,23307.91,10,malo,0
2336,68,M,18098.01,14652.05,18,bueno,0
2337,61,M,50371.7,11611.15,16,bueno,0
2338,35,M,57816.85,13098.24,15,malo,0
2339,23,F,38585.61,16914.87,17,malo,0
2340,35,F,48462.33,12898.65,15,bueno,0
2341,36,F,62624.82,10199.36,13,bueno,0
2342,39,F,52230.7,10541.54,18,bueno,0
2343,54,M,55437.93,21644.51,12,bueno,0
2344,49,F,60501.45,11839.48,10,bueno,0
2345,73,M,74703.64,9880.72,12,bueno,0
2346,58,F,33329.97,14647.27,18,bueno,0
2347,20,F,88791.36,11827.21,16,malo,0
2348,45,M,88745.06,14719.59,12,malo,0
2349,27,F,38928.58,16727.46,22,malo,0
2350,68,M,63445.8,15601.17,10,malo,0
2351,52,M,86436.38,667.11,14,bueno,0
2352,46,F,78811.71,12980.87,15,bueno,0
2353,71,F,15647.87,18764.04,23,bueno,0
2354,32,M,46929.14,8118.72,15,bueno,0
2355,50,F,39937.24,18729.97,13,bueno,0
2356,24,F,67121.3,17522.87,12,bueno,0
2357,29,M,68913.96,8032.04,17,bueno,0
2358,66,M,26366.57,11398.45,19,bueno,0
2359,47,M,35856.15,7148.17,19,bueno,0
2360,38,F,18509.32,16266.81,20,bueno,0
2361,48,F,48231.88,20375.93,16,bueno,0
2362,41,F,44244.59,13238.6,22,malo,0
2363,37,M,59293.82,15795.3,19,bueno,0
2364,54,F,86091.98,5282.93,18,malo,1
2365,21,F,55353.35,11475.85,13,malo,0
2366,45,M,44017.85,4403.09,11,bueno,0
2367,61,F,66079.56,12110.49,14,bueno,0
2368,37,F,42977.0,18249.79,15,bueno,0
2369,41,M,46403.94,17193.61,16,malo,0
2370,67,F,53478.49,18333.7,13,bueno,0
2371,66,M,26180.61,10378.79,17,bueno,0
2372,68,F,43831.69,12585.2,14,bueno,0
2373,49,F,34029.24,15241.86,11,bueno,0
2374,58,M,66139.22,5691.78,12,malo,1
2375,53,F,29408.22,20758.04,16,bueno,0
2376,70,F,31208.15,6689.45,11,bueno,0
2377,51,M,35794.87,7299.55,10,bueno,0
2378,53,F,34343.55,10714.88,20,malo,0
2379,19,M,83472.6,14761.65,21,bueno,0
2380,32,M,71691.84,12226.25,10,bueno,0
2381,51,F,59797.29,12252.43,8,bueno,0
2382,53,F,41869.09,15802.18,20,bueno,0
2383,23,F,48724.73,12672.52,12,bueno,0
2384,56,M,81588.3,14010.75,15,bueno,0
2385,59,M,43808.18,10654.78,18,bueno,0
2386,68,M,28515.56,16624.43,10,bueno,0
2387,68,M,66333.57,6717.14,7,bueno,0
2388,71,F,45291.83,14851.37,15,bueno,0
2389,29,F,46530.89,10213.1,10,bueno,0
2390,20,M,45502.0,12286.98,17,bueno,0
2391,62,M,46904.75,12794.34,18,bueno,0
2392,35,M,59939.64,16352.64,13,malo,0
2393,57,F,43904.09,11590.08,15,bueno,0
2394,38,F,56167.61,3228.23,10,bueno,0
2395,32,F,70878.25,6975.16,13,bueno,0
2396,50,M,79557.42,11508.97,15,malo,0
2397,52,M,31948.03,16182.66,19,bueno,0
2398,43,M,70415.33,13023.39,14,bueno,0
2399,25,F,72663.67,20403.65,10,malo,0
2400,53,F,75225.81,8169.37,17,bueno,0
2401,65,M,50984.42,10430.39,8,bueno,0
2402,47,M,45216.25,16017.83,7,bueno,0
2403,40,F,19104.39,8621.67,20,bueno,0
2404,59,M,51985.97,10913.92,12,bueno,0
2405,61,F,85644.11,16247.11,12,bueno,0
2406,31,M,56286.22,7902.67,11,bueno,0
2407,31,M,45685.22,18017.98,9,bueno,0
2408,19,M,61604.18,12544.42,14,bueno,0
2409,72,F,26270.16,15873.3,15,malo,0
2410,54,F,44541.25,9599.06,18,bueno,0
2411,22,M,66298.56,8194.68,11,bueno,0
2412,55,M,61178.51,6975.82,20,bueno,0
2413,62,F,39995.13,20871.47,18,bueno,0
2414,58,F,85673.6,11973.95,15,bueno,0
2415,71,M,20807.0,7181.08,11,malo,1
2416,64,F,56265.45,15232.24,9,malo,0
2417,31,M,66935.25,3535.19,15,bueno,0
2418,73,M,74707.27,14784.16,16,bueno,0
2419,56,F,52438.82,20931.38,17,bueno,0
2420,42,F,65315.97,10431.52,13,bueno,0
2421,37,F,50085.32,18569.73,13,malo,0
2422,19,M,83369.53,12424.16,11,bueno,0
2423,56,F,56457.96,11272.86,15,bueno,0
2424,23,M,73199.42,6561.47,10,malo,1
2425,34,F,26887.77,15299.37,13,bueno,0
2426,42,F,47722.55,13056.65,12,bueno,0
2427,74,M,60789.44,13171.51,13,bueno,0
2428,45,M,60612.14,10520.47,19,malo,0
2429,19,M,38633.68,16233.61,20,bueno,0
2430,52,M,12783.91,13701.11,11,bueno,0
2431,54,M,14797.02,20659.03,13,bueno,0
2432,22,M,31052.59,21427.51,13,bueno,0
2433,18,F,105748.32,3975.58,14,bueno,0
2434,57,F,-10713.15,20282.81,13,bueno,0
2435,29,M,46648.45,12162.28,22,bueno,0
2436,73,M,44120.77,12594.05,9,malo,0
2437,53,F,50843.22,5221.28,17,bueno,0
2438,62,F,48351.56,10439.22,12,bueno,0
2439,40,M,30392.07,16220.88,18,bueno,0
2440,64,M,70378.18,8253.57,24,bueno,0
2441,48,F,17369.8,3010.64,14,malo,1
2442,28,M,87398.17,7674.93,18,bueno,0
2443,27,F,59035.78,13844.83,11,bueno,0
2444,20,M,31770.21,16270.8,15,bueno,0
2445,71,M,36189.93,15424.54,13,bueno,0
2446,31,F,72880.34,9857.85,15,malo,0
2447,33,M,23153.55,8016.73,15,bueno,0
2448,27,F,50991.08,7839.33,21,bueno,0
2449,46,F,49378.16,13153.82,12,malo,0
2450,27,M,48844.51,13760.97,12,bueno,0
2451,29,M,60904.57,8031.24,15,bueno,0
2452,47,F,62893.32,14611.5,15,bueno,0
2453,58,F,58262.42,17982.39,17,bueno,0
2454,18,F,72417.19,17898.11,12,bueno,0
2455,22,F,55151.94,12592.88,21,bueno,0
2456,37,M,39967.96,12451.93,21,bueno,0
2457,25,M,27374.39,12212.24,15,malo,0
2458,60,F,51236.74,20419.52,17,bueno,0
2459,29,F,57798.88,12273.17,17,bueno,0
2460,18,F,14653.15,1759.27,14,bueno,0
2461,74,F,58868.49,16213.47,12,malo,0
2462,71,F,32565.32,1344.15,21,malo,1
2463,37,F,31979.28,15514.91,17,bueno,0
2464,45,F,53010.83,14112.95,9,bueno,0
2465,74,F,8015.35,14567.8,16,bueno,0
2466,60,M,78940.93,12780.34,15,bueno,0
2467,54,M,68232.98,17275.48,17,malo,0
2468,64,F,26213.0,19240.21,16,bueno,0
2469,54,F,46228.96,1163.06,11,bueno,0
2470,29,M,53053.65,14287.37,11,bueno,0
2471,54,F,35024.63,9962.82,18,bueno,0
2472,66,F,40056.87,14417.64,24,bueno,0
2473,66,F,47546.84,11117.01,12,bueno,0
2474,73,F,49773.23,5846.78,16,bueno,0
2475,61,M,47345.45,13559.38,12,bueno,0
2476,73,F,51128.25,11821.54,9,bueno,0
2477,45,M,57494.83,4713.61,14,bueno,0
2478,64,M,43283.85,14833.99,12,bueno,0
2479,32,M,58665.79,16436.65,22,bueno,0
2480,23,M,73389.22,18587.91,9,bueno,0
2481,61,M,59042.38,9290.36,17,bueno,0
2482,37,M,84824.72,11047.72,12,bueno,0
2483,67,M,21949.1,11440.99,12,bueno,0
2484,31,F,38341.14,13240.25,17,bueno,0
2485,19,M,57275.81,13454.91,12,bueno,0
2486,26,M,54851.11,15624.9,15,bueno,0
2487,54,M,42277.35,6275.86,11,bueno,0
2488,37,F,62254.8,13701.49,9,bueno,0
2489,43,F,54164.85,12085.82,11,malo,0
2490,46,F,73522.68,20155.85,16,bueno,0
2491,18,F,28801.65,5450.4,20,bueno,0
2492,72,M,51112.73,7338.61,11,malo,1
2493,52,M,41103.7,18535.15,18,bueno,0
2494,23,F,67145.88,8149.33,13,bueno,0
2495,54,F,60922.88,17312.32,18,bueno,0
2496,70,F,40370.22,11282.98,19,malo,0
2497,22,F,70014.48,3036.76,21,bueno,0
2498,50,F,49562.29,18247.42,15,malo,0
2499,66,M,25136.28,7300.85,15,bueno,0
2500,68,F,44921.78,14205.62,15,bueno,0
2501,31,M,96365.37,10897.48,11,bueno,0
2502,29,M,46203.77,5875.21,17,bueno,0
2503,59,M,54735.14,11566.62,24,bueno,0
2504,37,F,55759.33,17906.74,15,bueno,0
2505,70,F,49137.04,12558.61,9,bueno,0
2506,67,M,80644.63,11038.04,12,bueno,0
2507,41,F,64662.41,11393.8,14,bueno,0
2508,60,F,63054.63,13165.28,20,bueno,0
2509,51,F,44619.13,16284.34,11,malo,0
2510,42,F,63905.8,9262.65,14,bueno,0
2511,67,F,43838.83,18538.66,14,bueno,0
2512,46,F,58546.48,10002.92,16,bueno,0
2513,74,M,91291.98,21082.6,14,bueno,0
2514,56,F,81232.59,7205.81,25,bueno,0
2515,48,F,47666.87,16961.38,13,bueno,0
2516,73,M,54472.76,13257.44,15,bueno,0
2517,64,M,28038.86,8750.01,10,malo,0
2518,60,M,45146.16,6759.57,16,bueno,0
2519,67,F,5521.64,11549.98,13,bueno,0
2520,40,F,68273.53,6292.09,16,malo,1
2521,61,F,35031.31,10500.76,16,malo,0
2522,55,F,48075.62,11984.48,26,bueno,0
2523,37,M,40932.93,19601.97,9,bueno,0
2524,40,F,70602.36,10061.93,17,bueno,0
2525,62,M,77377.83,11650.47,11,bueno,0
2526,69,F,78228.54,8134.63,13,bueno,0
2527,33,M,24459.09,12892.26,15,malo,0
2528,67,F,63086.3,12757.83,15,bueno,0
2529,59,F,32566.72,12243.79,10,bueno,0
2530,72,F,52973.5,8153.01,9,malo,0
2531,25,F,69267.04,13740.41,10,bueno,0
2532,67,F,44780.84,9834.45,10,bueno,0
2533,38,F,54412.8,11897.95,14,bueno,0
2534,18,M,37622.7,15767.83,15,bueno,0
2535,72,M,71834.16,9336.21,9,bueno,0
2536,25,M,45662.61,7783.38,13,bueno,0
2537,46,M,39315.24,5197.62,19,malo,1
2538,49,F,56805.02,6904.33,13,bueno,0
2539,55,M,68405.77,17923.44,13,bueno,0
2540,22,F,22101.27,12461.49,11,malo,0
2541,64,F,59157.1,16293.19,15,malo,0
2542,39,M,40033.62,7230.63,21,bueno,0
2543,64,F,63342.28,2358.27,15,bueno,0
2544,51,M,39638.01,13464.22,14,bueno,0
2545,18,M,32733.16,14643.95,14,malo,0
2546,72,F,35799.94,9863.05,14,bueno,0
2547,72,M,53310.04,9802.79,16,malo,0
2548,43,M,60711.66,11798.37,17,bueno,0
2549,60,F,37505.68,18338.13,10,bueno,0
2550,27,M,51101.53,15492.36,11,bueno,0
2551,47,F,37099.14,12119.28,14,bueno,0
2552,67,F,42513.68,10387.14,12,bueno,0
2553,35,M,40129.86,3691.67,15,bueno,0
2554,34,F,35847.09,7100.98,11,bueno,0
2555,43,F,25604.38,17745.43,16,bueno,0
2556,25,M,48521.86,13596.95,12,malo,0
2557,64,F,72654.83,6938.06,18,bueno,0
2558,57,M,51701.79,12852.43,9,bueno,0
2559,66,F,44041.03,9680.64,14,bueno,0
2560,29,M,66115.44,19047.67,15,bueno,0
2561,44,M,40156.46,3971.6,16,bueno,0
2562,25,F,53858.1,11884.72,24,bueno,0
2563,42,F,18886.98,18856.21,18,bueno,0
2564,63,M,49917.12,5887.48,12,malo,1
2565,21,M,43340.57,4372.56,11,bueno,0
2566,50,M,12752.23,5623.44,15,bueno,0
2567,18,M,41041.97,14662.03,16,bueno,0
2568,36,F,3016.09,17422.08,9,bueno,0
2569,48,F,38194.25,10297.43,16,bueno,0
2570,33,M,59874.14,10656.94,18,bueno,0
2571,31,F,31857.09,11795.19,9,bueno,0
2572,70,F,35789.29,10930.46,10,bueno,0
2573,65,M,19598.1,9589.13,20,malo,0
2574,22,M,55770.56,11198.38,18,bueno,0
2575,58,M,41145.54,14152.82,13,bueno,0
2576,43,F,49187.52,4771.33,19,bueno,0
2577,45,F,72982.16,10690.42,14,bueno,0
2578,19,F,30000.05,11091.22,11,bueno,0
2579,67,M,75287.67,16059.35,11,malo,0
2580,23,F,44896.64,18308.75,19,bueno,0
2581,26,F,71025.43,14755.66,15,bueno,0
2582,50,M,47749.67,17272.53,11,bueno,0
2583,58,M,17308.48,6753.21,21,bueno,0
2584,42,F,25169.98,16530.77,22,bueno,0
2585,65,F,44782.75,15670.3,15,malo,0
2586,30,F,16735.65,6053.76,13,bueno,0
2587,26,F,60597.41,6795.15,17,malo,1
2588,70,M,66398.53,14552.7,10,bueno,0
2589,30,F,20337.25,10728.56,19,bueno,0
2590,48,M,44302.77,8022.16,15,malo,0
2591,58,M,48138.84,16777.46,13,malo,0
2592,28,M,63776.29,9965.28,23,bueno,0
2593,21,F,58200.63,14598.82,16,malo,0
2594,51,M,41724.75,16861.3,11,bueno,0
2595,55,F,21710.76,8429.58,21,bueno,0
2596,63,F,50029.68,12210.23,20,bueno,0
2597,21,F,47411.64,18543.15,17,malo,0
2598,55,F,33595.87,4231.49,13,malo,1
2599,36,F,92355.53,12638.81,16,bueno,0
2600,23,M,53458.61,15796.29,13,bueno,0
2601,51,F,37001.9,9242.7,15,malo,0
2602,35,F,38801.67,18327.63,19,malo,0
2603,30,F,66647.14,11551.29,14,bueno,0
2604,58,F,73780.29,18405.24,19,bueno,0
2605,40,M,62340.3,12564.31,24,bueno,0
2606,36,F,70329.72,7190.65,20,bueno,0
2607,62,M,25233.56,12609.27,15,bueno,0
2608,28,F,49090.99,13171.68,14,bueno,0
2609,18,M,26982.51,6232.99,13,bueno,0
2610,41,M,66073.09,19379.65,13,bueno,0
2611,71,M,67945.29,16056.7,12,malo,0
2612,24,F,30202.57,8709.12,11,bueno,0
2613,42,M,38010.99,10387.84,15,malo,0
2614,38,F,30727.61,14587.72,12,bueno,0
2615,32,M,54509.89,18929.01,14,bueno,0
2616,18,F,47983.81,11758.11,14,bueno,0
2617,29,M,50765.37,15213.31,20,bueno,0
2618,24,F,43465.7,12094.42,17,bueno,0
2619,32,M,86656.09,20678.14,14,bueno,0
2620,38,M,69196.13,11071.08,16,bueno,0
2621,36,M,47125.69,7211.71,17,bueno,0
2622,46,F,19397.84,16605.84,17,malo,0
2623,42,M,16102.14,8511.49,18,bueno,0
2624,50,M,17639.08,12325.4,12,bueno,0
2625,66,F,58763.1,12905.68,12,bueno,0
2626,49,F,46719.29,11919.83,16,malo,0
2627,66,F,74637.7,9682.4,18,bueno,0
2628,52,M,64336.27,8668.26,15,bueno,0
2629,61,M,5406.66,9887.7,16,bueno,0
2630,55,F,33573.55,8268.69,17,bueno,0
2631,43,M,16432.98,17602.95,14,bueno,0
2632,28,F,41959.01,6876.7,20,bueno,0
2633,52,M,56208.48,16728.56,16,malo,0
2634,25,F,51506.1,9180.76,13,malo,0
2635,63,F,49647.41,9918.36,11,bueno,0
2636,31,M,26530.87,13803.5,11,bueno,0
2637,27,F,96210.04,15785.54,9,bueno,0
2638,19,F,53051.09,10635.94,14,malo,0
2639,63,F,81439.6,12760.34,14,bueno,0
2640,26,F,66341.51,23306.34,19,malo,0
2641,20,F,62190.1,13360.09,12,bueno,0
2642,38,F,62211.61,18789.15,12,bueno,0
2643,43,M,38896.69,5003.71,15,bueno,0
2644,25,M,38197.71,3312.63,24,bueno,0
2645,65,M,47996.02,13401.58,16,bueno,0
2646,19,M,46744.88,15266.59,19,malo,0
2647,23,M,956.72,2435.69,13,bueno,0
2648,45,F,49686.14,18422.14,19,bueno,0
2649,70,F,61419.35,16781.97,10,bueno,0
2650,46,F,23950.39,8364.62,18,bueno,0
2651,43,F,28610.29,8836.16,18,bueno,0
2652,42,F,51301.17,7967.33,7,malo,1
2653,29,M,58222.29,8832.66,10,bueno,0
2654,22,M,46657.4,16641.2,14,bueno,0
2655,51,M,56910.98,13427.0,16,malo,0
2656,65,F,52659.56,5368.45,22,bueno,0
2657,54,F,42307.11,10682.83,14,bueno,0
2658,32,F,49290.8,17952.15,17,bueno,0
2659,61,M,49375.51,9297.85,17,bueno,0
2660,53,M,50450.07,17564.8,19,bueno,0
2661,32,M,47018.41,16902.79,13,bueno,0
2662,60,M,56818.38,12848.0,17,bueno,0
2663,65,M,68957.34,11804.8,17,bueno,0
2664,40,M,58695.6,16361.54,13,bueno,0
2665,23,M,3824.4,5262.25,15,bueno,0
2666,63,F,22266.59,17109.44,29,bueno,0
2667,67,M,61841.81,8893.04,15,bueno,0
2668,61,M,33705.47,12630.49,7,bueno,0
2669,60,M,73480.24,10570.79,16,bueno,0
2670,62,F,20439.1,15126.66,10,bueno,0
2671,38,F,66502.27,5749.4,14,bueno,0
2672,40,F,32509.55,6803.17,18,malo,1
2673,60,M,72453.59,14879.31,11,bueno,0
2674,72,M,35226.36,14509.15,15,bueno,0
2675,33,F,30660.09,11067.57,12,bueno,0
2676,64,M,51611.7,11297.05,15,bueno,0
2677,70,M,20653.56,22842.26,12,bueno,0
2678,32,F,31039.86,7959.1,8,bueno,0
2679,42,M,67365.69,20431.78,9,bueno,0
2680,53,F,79036.44,13273.45,16,malo,0
2681,28,M,45459.03,2775.23,10,malo,1
2682,68,M,40091.02,23268.84,13,malo,0
2683,32,M,19531.06,8601.08,13,bueno,0
2684,21,M,62690.12,20038.24,19,bueno,0
2685,38,M,41161.0,10699.08,16,bueno,0
2686,30,F,25791.62,15156.38,20,bueno,0
2687,39,F,55555.31,13785.01,13,bueno,0
2688,36,M,23621.27,8944.13,18,bueno,0
2689,51,M,53045.83,16879.89,18,bueno,0
2690,31,F,42159.51,14608.43,12,bueno,0
2691,21,M,53839.14,7108.2,17,bueno,0
2692,65,M,20942.17,16695.07,16,bueno,0
2693,70,F,53964.41,12406.44,13,bueno,0
2694,69,M,14462.0,13768.31,17,bueno,0
2695,63,M,55424.64,14143.14,16,bueno,0
2696,44,F,48212.09,17518.26,12,bueno,0
2697,46,M,12528.5,14968.26,16,bueno,0
2698,64,M,49731.97,9767.3,19,bueno,0
2699,45,M,63967.69,11432.15,19,bueno,0
2700,52,F,41121.93,9373.59,14,bueno,0
2701,25,F,23978.86,16856.13,16,bueno,0
2702,33,M,41416.31,11363.57,13,bueno,0
2703,59,F,4662.65,10743.08,17,malo,0
2704,53,M,56323.59,12542.21,14,bueno,0
2705,47,F,65038.74,13888.81,19,malo,0
2706,35,M,40614.48,14848.87,16,bueno,0
2707,19,M,44834.97,21910.59,10,bueno,0
2708,66,F,72258.42,9072.64,18,bueno,0
2709,30,M,80763.22,14272.09,16,bueno,0
2710,21,M,64614.32,13059.81,11,bueno,0
2711,43,M,29714.48,12780.69,15,malo,0
2712,42,F,74733.57,7815.51,17,bueno,0
2713,47,F,62338.17,12510.75,18,bueno,0
2714,28,M,54754.62,13254.02,11,bueno,0
2715,24,F,56204.37,12481.05,15,bueno,0
2716,48,M,71351.37,17101.67,19,bueno,0
2717,61,M,12794.78,8502.67,13,bueno,0
2718,27,M,46965.15,9190.89,22,bueno,0
2719,56,M,27228.39,8704.46,9,bueno,0
2720,30,M,58211.44,8641.96,8,bueno,0
2721,48,M,33666.0,16114.88,13,bueno,0
2722,24,F,111725.62,20223.35,10,bueno,0
2723,73,F,65042.83,12828.13,16,bueno,0
2724,66,M,26706.7,12371.23,9,bueno,0
2725,59,F,69169.02,3923.31,22,bueno,0
2726,59,F,41815.88,16361.66,24,bueno,0
2727,73,M,51840.77,8863.64,7,bueno,0
2728,53,M,47162.03,15809.89,18,bueno,0
2729,37,M,13462.94,14105.12,22,bueno,0
2730,21,M,37914.89,15017.66,22,bueno,0
2731,71,M,27452.81,7422.28,24,bueno,0
2732,24,M,1730.83,8574.16,16,bueno,0
2733,71,F,39390.51,14773.52,17,bueno,0
2734,18,F,44774.34,3126.88,21,malo,1
2735,61,F,20606.53,11368.03,19,bueno,0
2736,73,F,71571.78,8462.85,21,bueno,0
2737,62,M,57440.77,16505.93,16,bueno,0
2738,59,M,52050.52,8772.94,15,bueno,0
2739,64,F,60289.98,8686.9,11,malo,0
2740,30,M,60927.04,9649.41,18,bueno,0
2741,72,M,55345.87,5382.84,14,bueno,0
2742,39,M,80897.33,14946.8,8,bueno,0
2743,71,M,8098.1,11901.98,15,bueno,0
2744,38,M,60644.72,13493.89,19,bueno,0
2745,39,M,42520.45,12452.5,9,bueno,0
2746,45,F,78001.53,17794.02,7,bueno,0
2747,26,F,57366.15,16259.33,19,bueno,0
2748,43,F,47726.42,8575.14,14,bueno,0
2749,26,M,78836.24,15290.92,18,bueno,0
2750,32,F,46341.06,15562.24,17,bueno,0
2751,27,M,58377.87,14764.05,11,bueno,0
2752,41,F,37407.07,9426.61,8,malo,0
2753,74,F,52633.73,11919.96,17,bueno,0
2754,59,F,91306.66,12821.7,15,malo,0
2755,25,F,67207.06,9957.49,18,bueno,0
2756,41,F,58524.87,13958.67,13,bueno,0
2757,33,F,22525.86,12531.48,12,malo,0
2758,66,F,97154.85,15772.01,14,bueno,0
2759,43,M,25582.05,12106.49,21,bueno,0
2760,44,M,51423.07,13378.07,10,bueno,0
2761,54,M,59230.64,20844.79,14,bueno,0
2762,21,M,62627.67,25393.47,18,bueno,0
2763,67,M,35877.7,9705.46,17,bueno,0
2764,41,F,63410.16,13147.99,12,bueno,0
2765,36,F,25451.16,10522.7,11,bueno,0
2766,53,M,83159.59,16245.22,10,bueno,0
2767,56,F,24316.88,10190.57,12,bueno,0
2768,27,M,39625.16,7030.84,10,malo,1
2769,42,M,61422.63,12468.11,22,bueno,0
2770,35,M,46587.33,8675.96,18,bueno,0
2771,36,F,80318.3,15791.4,11,bueno,0
2772,53,M,75172.28,13468.96,10,bueno,0
2773,27,F,59873.46,20877.4,22,bueno,0
2774,50,M,35621.66,14099.93,15,malo,0
2775,72,M,47490.43,9044.96,10,bueno,0
2776,67,F,20787.91,123.43,14,bueno,0
2777,22,F,33165.8,4316.05,19,malo,1
2778,64,F,45133.59,7089.64,13,bueno,0
2779,66,M,67584.61,18088.71,17,bueno,0
2780,52,M,58495.29,3598.42,13,bueno,0
2781,61,F,44604.98,3529.97,13,malo,1
2782,51,F,34825.05,15118.2,14,bueno,0
2783,50,F,65288.27,9527.61,12,bueno,0
2784,72,M,38446.65,1619.7,13,bueno,0
2785,38,F,63609.62,11369.5,16,malo,0
2786,34,F,60351.52,7176.63,16,bueno,0
2787,39,M,71341.44,11758.21,10,bueno,0
2788,65,F,32886.44,16265.54,16,bueno,0
2789,54,M,41129.0,12475.68,15,malo,0
2790,32,F,49956.22,17025.75,13,malo,0
2791,52,M,43839.5,12192.08,15,bueno,0
2792,45,M,36527.21,8650.27,18,bueno,0
2793,24,M,36350.3,7254.29,16,bueno,0
2794,49,M,24407.07,12153.65,17,bueno,0
2795,28,M,34551.17,6998.65,11,bueno,0
2796,27,F,63975.77,13505.37,16,bueno,0
2797,26,F,67829.26,8417.75,13,bueno,0
2798,31,F,55888.63,18992.27,16,malo,0
2799,30,M,45087.75,16373.85,14,bueno,0
2800,74,F,47869.73,6187.24,15,malo,1
2801,42,F,78204.37,5876.25,11,bueno,0
2802,19,M,67093.3,9524.84,11,bueno,0
2803,52,F,-2252.15,21110.29,9,malo,0
2804,24,F,32958.0,11160.74,8,bueno,0
2805,38,M,39614.9,9196.87,14,bueno,0
2806,35,F,80624.28,12069.3,15,bueno,0
2807,20,M,62647.57,10680.1,16,bueno,0
2808,59,M,21216.02,12792.81,18,bueno,0
2809,71,M,63896.03,17309.74,13,bueno,0
2810,56,M,107449.23,5023.81,23,bueno,0
2811,58,M,66473.78,6604.18,13,malo,1
2812,66,F,32613.16,20685.46,13,bueno,0
2813,28,M,80034.64,14807.39,12,bueno,0
2814,56,F,56699.26,13868.8,11,bueno,0
2815,41,M,36528.35,12525.78,15,bueno,0
2816,63,F,50976.32,12252.1,9,bueno,0
2817,36,M,45159.49,11206.92,17,malo,0
2818,21,M,35987.46,9933.22,22,bueno,0
2819,43,M,25649.6,13345.39,16,bueno,0
2820,55,M,37964.86,15943.59,14,bueno,0
2821,59,M,48995.91,11808.96,15,bueno,0
2822,49,M,65905.1,13666.64,18,bueno,0
2823,56,F,24481.59,12847.47,13,bueno,0
2824,62,M,22410.37,8368.35,19,bueno,0
2825,63,M,52100.82,10512.9,14,bueno,0
2826,53,F,43417.14,14989.74,5,bueno,0
2827,57,M,42125.82,12114.5,18,bueno,0
2828,54,F,31616.03,9415.96,15,bueno,0
2829,50,M,32590.96,21903.83,16,bueno,0
2830,53,M,27551.67,15395.83,18,bueno,0
2831,20,M,14167.51,5957.67,21,bueno,0
2832,26,F,56746.71,9463.84,14,bueno,0
2833,25,F,59892.34,11738.41,17,bueno,0
2834,50,M,83270.65,9940.14,14,bueno,0
2835,23,M,61795.92,21396.79,11,bueno,0
2836,58,M,49292.74,21431.04,15,malo,0
2837,56,M,59480.02,9310.13,13,bueno,0
2838,21,F,42530.38,14291.59,19,bueno,0
2839,30,M,32949.76,8240.35,18,bueno,0
2840,66,M,62962.21,16686.21,4,bueno,0
2841,19,M,56280.64,11712.44,21,bueno,0
2842,22,F,24464.17,12173.56,20,bueno,0
2843,61,F,49240.25,19195.84,14,bueno,0
2844,44,F,33359.46,3566.71,14,malo,1
2845,49,M,68402.65,20813.27,19,bueno,0
2846,38,M,41455.09,16575.03,10,bueno,0
2847,25,F,84152.87,13365.75,16,bueno,0
2848,55,M,73584.76,21593.8,13,bueno,0
2849,25,F,28177.2,19712.64,21,bueno,0
2850,67,F,36664.0,13667.74,8,bueno,0
2851,20,F,63438.69,7049.4,16,bueno,0
2852,71,M,51114.59,7213.95,15,bueno,0
2853,61,F,44400.77,3913.61,13,malo,1
2854,20,M,51107.6,17087.55,11,bueno,0
2855,39,M,47506.4,11652.87,13,malo,0
2856,23,M,70147.07,12582.1,11,bueno,0
2857,19,F,44301.41,9127.1,16,malo,0
2858,40,M,59372.87,10399.57,9,bueno,0
2859,61,M,59278.33,8797.4,19,bueno,0
2860,19,F,74868.87,13406.94,12,bueno,0
2861,55,M,48588.75,9471.91,8,bueno,0
2862,34,F,53136.08,8511.03,17,malo,0
2863,52,F,57481.42,13780.8,19,bueno,0
2864,51,M,37020.0,9920.1,15,malo,0
2865,40,M,46836.73,9534.1,12,bueno,0
2866,47,M,31829.2,16448.69,25,bueno,0
2867,69,M,63743.46,17913.16,14,bueno,0
2868,25,F,81335.73,18222.04,15,malo,0
2869,39,F,11817.96,13020.38,18,malo,0
2870,61,F,69960.37,17881.14,18,bueno,0
2871,53,F,49118.12,17775.02,15,bueno,0
2872,22,M,75248.41,17261.01,21,bueno,0
2873,30,F,55205.87,11301.75,21,bueno,0
2874,46,F,69421.36,12929.99,8,malo,0
2875,48,M,47904.41,9896.92,16,bueno,0
2876,64,M,50957.77,18462.51,15,bueno,0
2877,74,F,69263.06,9974.65,12,bueno,0
2878,72,F,99060.52,17493.01,14,bueno,0
2879,33,F,39451.24,9924.55,11,bueno,0
2880,59,F,52310.75,8480.71,21,bueno,0
2881,47,M,35509.47,19128.94,11,bueno,0
2882,74,M,45221.46,11830.38,20,bueno,0
2883,72,F,39735.27,5262.78,14,bueno,0
2884,33,F,30048.32,9834.79,24,bueno,0
2885,29,M,60155.56,10468.82,15,bueno,0
2886,34,M,54071.64,-648.89,14,bueno,0
2887,33,M,32104.29,18406.94,15,bueno,0
2888,29,M,26706.1,1495.56,18,bueno,0
2889,25,F,67353.53,3872.74,17,bueno,0
